,business_name,location,inspection_score,foursquare_id,foursquare_name
1242,Good Luck Market & Deli,"(37.793882, -122.404704)",88.75,4a04c662f964a5202c721fe3,Good Luck Cafe & Deli
1243,Lebeau's Nob Hill Market,"(37.792854, -122.416114)",81.0,4a6265bcf964a520f2c31fe3,Le Beau Market
1244,FRENCH BAKERY,"(37.742914, -122.478149)",94.6666666667,4a9ec3ecf964a520163b20e3,French Bakery
1245,AVENUE FINE FOODS,"(37.794494, -122.425527)",96.0,4b5b7ba2f964a520960129e3,Avenue Fine Food Market
1246,CHEVRON STATIONS INC. #1727,"(37.711558, -122.45561)",98.0,,
1247,Safeway Stores Inc #711,"(37.805073, -122.433106)",90.25,,
1248,THAT'S IT MARKET,"(37.753973, -122.418576)",91.2,4a8a0138f964a520a10920e3,That's It Market
1249,Three Star Restaurant,"(37.753583, -122.490839)",78.75,4dc3d818d22dafda2f7b3998,Three Star Restaurant
1250,CAL MART SUPERMARKET,"(37.786453, -122.452807)",80.4166666667,4a626a84f964a52004c41fe3,Cal-Mart
1251,Angel's Market,"(37.748214, -122.433746)",93.25,4b4d06bdf964a52063c826e3,angels deli market
1252,FRANKLIN MARKET,"(37.788658, -122.423627)",91.6,4c268bc05c5ca593b66546fe,Franklin Market
1253,Young Ellis Produce,"(37.784961, -122.412761)",79.2666666667,4e41ad3db0fb09b608660009,Young-Ellis Liquors
1254,Sweet Mart,"(37.795188, -122.405723)",97.25,4a61003af964a520a5c11fe3,Sweet Mart
1255,SENIORE'S PIZZA,"(37.742728, -122.475714)",85.7857142857,4a88f509f964a520c40720e3,Seniore's Pizza
1256,ROSSI'S DELI,"(37.761954, -122.435168)",92.0,4a42841bf964a520eaa51fe3,Rossi's Deli
1257,HEALTHY SPIRITS,"(37.765673, -122.435386)",93.3333333333,4ab59a72f964a5209e7520e3,Healthy Spirits
1258,M & L MARKET,"(37.767723, -122.428259)",100.0,4abff08bf964a520219320e3,16th St. Mission BART Station
1259,HARVEST MARKET,"(37.764607, -122.432452)",84.2142857143,4829cd2af964a520c64f1fe3,Harvest Urban Market
1260,PEET'S COFFEE & TEA,"(37.764947, -122.432012)",94.6666666667,44de0681f964a520c8361fe3,Peet's Coffee & Tea
1261,LA MEJOR BAKERY,"(37.752156, -122.41916)",92.5,4b4b97adf964a5204ca126e3,La Mejor Bakery
1262,LATTE EXPRESS,"(37.783225, -122.407252)",80.5454545455,4ab91f03f964a520167e20e3,Latte Express
1263,STARBUCKS COFFEE CO,"(37.778357, -122.415182)",89.1111111111,49ca8f4df964a520b9581fe3,Blue Bottle Coffee
1264,The Crab Station of Fisherman's Wharf,"(37.795202, -122.413169)",86.0,4c279d763703d13a5a4aa736,Fisherman's Wharf
1265,COLLEGE MARKET,"(37.783613, -122.422397)",83.3333333333,4bbb54033db7b713fd2e249a,College Market
1266,PEET'S COFFEE & TEA,"(37.765708, -122.409002)",96.0,49ff7752f964a52029701fe3,Peet's Coffee & Tea
1267,PIZZA HUT,"(37.743313, -122.421363)",94.125,4b8f0b17f964a5202a4633e3,Pizza Hut
1268,MITCHELLS ICE CREAM,"(37.744122, -122.422722)",97.3333333333,49e22ce6f964a520f9611fe3,Mitchell's Ice Cream
1269,DESTINATION BAKING COMPANY,"(37.734619, -122.432379)",90.5714285714,4b9d47e2f964a520c39f36e3,Destination Baking Company
1270,MARINA DELI,"(37.800194, -122.440927)",91.7142857143,49dcfaddf964a520d35f1fe3,Marina Deli & Liquors
1271,PRESIDIO THEATRE,"(37.800128, -122.441914)",91.875,4f08d9cce4b0aa2dc6d5128a,Presidio Theatre
1272,LEE'S DELI,"(37.787113, -122.400052)",77.0,4b3a7c5ef964a520656825e3,Lee's Deli
1273,JAVA TRADING CO,"(37.782659, -122.406555)",86.7142857143,4b91310cf964a520efa833e3,Java Trading Company
1274,CITY KINETICS,"(37.792137, -122.394573)",85.0,4adf3acff964a520847821e3,City Kinetics Deli & Juice Bar
1275,CAFE-ROSSO,"(37.720851, -122.477084)",98.6666666667,4aa0126af964a5202b3e20e3,Cafe Rosso
1276,NOAH'S NEW YORK BAGELS #2105,"(37.733944, -122.490438)",87.5833333333,4b7a016cf964a520b61e2fe3,Noah's Bagels
1277,SEAKOR DELI,"(37.780054, -122.483181)",92.0,4af5d67ff964a52094fd21e3,Seakor Polish Deli & European Foods
1278,AMC-Level #2,"(37.784784, -122.421052)",96.2857142857,4390a026f964a5204d2b1fe3,AMC Van Ness 14
1279,AMC-Level #4,"(37.784784, -122.421052)",96.0,4b1c59a2f964a5206b0624e3,Nordstrom San Francisco Centre
1280,AMC-Level #7,"(37.784784, -122.421052)",94.0,4a5824e5f964a5206db71fe3,AMC Metreon 16
1281,SUNSET SUPERMARKET,"(37.763221, -122.483832)",80.3333333333,4b78a489f964a520a2db2ee3,Sunset Super
1282,Crab Cake & Sweet,"(37.80824, -122.410189)",91.4285714286,4d3e44203ec9a35d1d065981,Franciscan Crab Restaurant
1283,POPEYES-GENEVA & MISSION,"(37.716643, -122.441187)",92.0,4ac81456f964a5208cbb20e3,Popeyes Louisiana Kitchen
1284,In-N-Out Burger,"(37.807923, -122.417887)",99.0,43f08afdf964a520752f1fe3,In-N-Out Burger
1285,KFC,"(37.742948, -122.478732)",95.0,4b5fca25f964a520cecc29e3,KFC/Taco Bell
1286,PIZZA HUT #758280,"(37.786477, -122.415454)",91.3636363636,4c3547bd16adc92852aac69c,Pizza Hut
1287,LATTE EXPRESS,"(37.777702, -122.39585)",80.4,49edfe17f964a5200d681fe3,Latte Express
1288,Taco Bell,"(37.793874, -122.396464)",98.0,4a79f67df964a52019e81fe3,Taco Bell Express
1289,POPEYES CHICKEN & BISCUIT,"(37.774873, -122.437804)",100.0,4bfc23a1e9d8c928811ab2c7,Popeyes Chicken & Biscuits
1290,Kentucky Fried Chicken,"(37.769758, -122.424782)",95.0,4d61b9355c39b1f77047134a,Kentucky Fried Chicken
1291,McDONALD'S,"(37.765507, -122.407565)",88.4444444444,4a05cfc3f964a52079721fe3,McDonald's
1292,CONGREGATION SHERITH ISRAEL,"(37.789225, -122.431643)",98.0,4b07520cf964a520f6fb22e3,Congregation Sherith Israel
1293,BAYVIEW HP MULTI-SERVICE DROP-IN CT,"(37.726932, -122.388696)",90.5454545455,,
1294,CHRIST UNITED PRESBYTERIAN CHU,"(37.786771, -122.42839)",100.0,4b200285f964a520192c24e3,Christ United Presbyterian Church
1295,MEALS ON WHEELS OF S.F.,"(37.788192, -122.424723)",100.0,4b0ebf70f964a5207d5a23e3,Meals On Wheels of San Francisco
1296,NEIGHBORHOOD BAPTIST CHURCH,"(37.776504, -122.426446)",100.0,4f25b3abe4b0b2f990bffcf6,Neighborhood Baptist Church
1297,Jones Memorial United Methodist Church,"(37.784955, -122.434254)",98.0,4ce9752af1c6236aea9d65f0,Jones Memorial United Methodist Church
1298,Tenderloin Children's Playground,"(37.784564, -122.415617)",84.5714285714,4c3eb01d83a3a5938b7bee33,Tenderloin Children's Playground
1299,ST. PAULS SCHOOL,"(37.74385, -122.426739)",94.0,4aad82b7f964a520a86020e3,St. Paul's Catholic Church
1300,St Mary's Cathedral/Convention Center,"(37.784361, -122.424554)",96.0,4d52b6939d4937040c92db39,St. Mary's Medical Center
1301,260 Golden Gate Family Residence,"(37.781792, -122.414891)",96.0,,
1302,CULINARY ARTS & HOSPITALITY,"(37.723638, -122.452273)",97.3333333333,4bbe788282a2ef3b42792bd2,Le Cordon Bleu College of Culinary Arts in San Francisco
1303,LATINO CUISINE CULINARY ACADEMY,"(37.760373, -122.411153)",95.0,,
1304,Western Addition Senior Citizen Service,"(37.780567, -122.431965)",89.0,5279772211d2ebb9eb624bb1,Western Addition Senior Center
1305,GOLDEN GATE YACHT CLUB,"(37.807878, -122.442499)",94.0,46a2379ef964a52028491fe3,Golden Gate Yacht Club
1306,HOME FOR ELDERLY,"(37.781075, -122.403552)",100.0,4c98f2f04804a143740cf00e,Self-Help For The Elderly
1307,FIRST BAPTIST CHURCH,"(37.772017, -122.4241)",100.0,4be2e78121d5a59352951711,First Baptist Church of San Francisco
1308,"Wattis Room, The","(37.777282, -122.419751)",96.0,582e5e035e56b4259d015232,Wattis Room
1309,MARTIN DE PORRES HOUSE OF HOSP,"(37.766759, -122.407571)",88.0,4bb419579af3b71322038c28,Martin De Porres House of Hospitality
1310,"MEALS ON WHEELS OF SF, INC.","(37.739891, -122.3848)",85.7777777778,4b0ebf70f964a5207d5a23e3,Meals On Wheels of San Francisco
1311,San Francisco Rescue Mission Cafe,"(37.783274, -122.412392)",82.7142857143,4beec4cbe8c3c92832179992,San Francisco Rescue Mission
1312,SALVATION ARMY GATEWAY,"(37.772473, -122.409879)",91.5,4b5695fef964a520ec1528e3,The Salvation Army Ray & Joan Kroc Center
1313,Peter Claver Community,"(37.779531, -122.432628)",92.0,4f8647c0e4b02b999b5bc66a,Peter Claver Community Center
1314,JEWISH FAMILY & CHILDREN'S SERVICES,"(37.761215, -122.489161)",96.0,527be233498e2d6763a04f39,Jewish Family and Children Services
1315,Project Open Hand,"(37.783583, -122.419191)",100.0,4b2c1897f964a52083c124e3,Project Open Hand
1316,Larkin Street Youth Center,"(37.783845, -122.420429)",92.0,4bda0feba8d976b0a6700cb5,Larkin Street Youth Services
1317,GLOBAL GOURMET CATERING,"(37.758887, -122.387493)",100.0,4c3c7def933b0f47a619e421,Global Gourmet Catering
1318,CHRISTOPHER'S CATERING,"(37.739197, -122.390225)",98.6666666667,4f3273a519836c91c7d9284a,Christopher's Catering
1319,DAY DARMET CATERING,"(37.72608, -122.380207)",92.6666666667,4f8dac89e4b0194668d552d8,Day Darmet Catering
1320,BETTY ZLATCHIN CATERING,"(37.755483, -122.390879)",96.0,4e63f31ab61cd7808936c777,Betty Zlatchin
1321,"ECLECTIC COOKERY, INC.","(37.7284883, -122.3640797)",91.6,587fffefd772f95ae76d0d44,Eclectic Cookery
1322,LITTLE BAOBAB,"(37.760295, -122.418953)",91.0,57bb786d498e80a6e8773839,Little Baobab
1323,IBERIA CATERING,"(37.712715, -122.451363)",82.3333333333,4f32431119836c91c7c635a3,Iberia Catering
1324,Knights Catering,"(37.741939, -122.383872)",98.0,4c409561ce54e21e0fbd091a,Knights Catering
1325,SAN FRANCISCO MUSEUM OF MODERN ART,"(37.785643, -122.401192)",90.25,40943a00f964a520e5f21ee3,San Francisco Museum of Modern Art
1326,McCALL ASSOCIATES,"(37.764359, -122.410594)",84.0,4b7c7e0af964a520ae962fe3,McCall Associates
1327,PAN-O-RAMA,"(37.762921, -122.411254)",98.0,5690025e38fa7ef44d10c5a9,Pandora SF Office
1328,WILLIAMS-SONOMA,"(37.800797, -122.436684)",87.1666666667,4af77623f964a520630922e3,Williams-Sonoma
1329,Eva's Catering,"(37.8093233, -122.417095)",91.6,4b6856baf964a52088722be3,Eva's Catering
1330,"San Francisco Crepe Co, Inc","(37.774722, -122.406761)",96.0,564435dd498e06b769e2d3fc,san francisco crepe company
1331,EL TONAYENSE CATERING TRUCK,"(37.760583, -122.413239)",90.0,45a578cdf964a52000411fe3,El Tonayense Taco Truck
1332,EL NORTENO,"(37.776011, -122.402466)",87.8181818182,4a5fbdd9f964a5201ec01fe3,El Norteno Taco Truck
1333,Tacos San Buena,"(37.749851, -122.415121)",92.5,4c508e920ef3a59370db8f7a,Tacos San Buena
1334,SAN FRANCISCO ZOO WAREHOUSE,"(37.73017, -122.502535)",94.0,49ca9423f964a520c0581fe3,San Francisco Zoo
1335,"Alioto Fish Co., Ltd","(37.80792, -122.418577)",92.0,4ced51f97db3224b2a4b212e,Alioto Lazio Fish Co.
1336,The Waterfront,"(37.8005386, -122.3969659)",96.0,545c4426498e2a6ea3d33a29,The Waterfront Group
1337,S.F. Bay Concessionaires Commissary,"(37.809167, -122.411389)",93.2,593a2ce462420b7fec61cb12,S.F. Bay Area Podiatry Group | Nail Laser Center
1338,Nick's Lighthouse,"(37.8093233, -122.417095)",88.8,4ad0ff0cf964a520d0db20e3,Nick's Lighthouse
1339,Crab Station at Fisherman's Wharf,"(37.8093233, -122.417095)",95.3333333333,4c279d763703d13a5a4aa736,Fisherman's Wharf
1340,SAN FRANCISCO SOUP COMPANY,"(37.776775, -122.403305)",100.0,4ad4ce75f964a520e0fb20e3,San Francisco Soup Company
1341,Quick-N-Ezee Indian Foods,"(37.7946507, -122.3998262)",100.0,4f3269aa19836c91c7d55922,Quick-N-Ezee
1342,QUICK-N-EZEE,"(37.7803868, -122.4129543)",100.0,4f3269aa19836c91c7d55922,Quick-N-Ezee
1343,Della Fattoria,"(37.7946507, -122.3998262)",92.0,4f5242f3e4b09f74b75e5a37,Della Fattoria
1344,Acme Bread Co,"(37.7946507, -122.3998262)",100.0,4a9190adf964a520b61a20e3,Acme Bread Company
1345,"Downtown Bakery & Creamery, Inc","(37.7946507, -122.3998262)",96.0,4c1ce54563750f47bb3cb767,Downtown Bakery
1346,KIEM'S SEAFOOD,"(37.7803868, -122.4129543)",100.0,49d70e7ef964a5201a5d1fe3,Sam's Grill & Seafood Restaurant
1347,CATER THYME,"(37.7803868, -122.4129543)",100.0,4c59dfde5c57c9b6e1e11b4a,Art of the Falafel Catering
1348,Annie's Hot Dogs,"(37.779847, -122.418985)",91.8333333333,4e67dc44d16433b9008766d5,Annie's Hot Dogs
1349,Annie's Hot Dogs,"(37.779847, -122.418985)",97.0,4e67dc44d16433b9008766d5,Annie's Hot Dogs
1350,Stanley's Steamers,"(37.791586, -122.408452)",99.3333333333,4c4b4c17bad7a59397ffaaab,Stanley's Steamers
1351,Annie's Hot Dogs,"(37.779847, -122.418985)",94.4,4e67dc44d16433b9008766d5,Annie's Hot Dogs
1352,AT&T - (CART 1)  DOGGIE DINNER [145089],"(37.7785351, -122.3894833)",96.8,4bd2177d046076b055357371,AT&T Park
1353,AT&T - (CART 2)  DELI [145090],"(37.7785351, -122.3894833)",95.5,4bd2177d046076b055357371,AT&T Park
1354,AT&T - (CART 3)  SOUP [145091],"(37.7785351, -122.3894833)",99.4285714286,4bd2177d046076b055357371,AT&T Park
1355,AT&T - (CART 4)  BAYSIDE BREWS [145092],"(37.7785351, -122.3894833)",100.0,4bd2177d046076b055357371,AT&T Park
1356,AT&T - (CART 5)  FRESH POPCORN [145093],"(37.7785351, -122.3894833)",99.0,4bd2177d046076b055357371,AT&T Park
1357,AT&T - (CART 6)  BAYSIDE BREWS,"(37.7785351, -122.3894833)",96.0,4bd2177d046076b055357371,AT&T Park
1358,AT&T - (CART 36) BAYSIDE BREWS [145123],"(37.7785351, -122.3894833)",98.0,4bd2177d046076b055357371,AT&T Park
1359,AT&T -  CARVERY Stand-Field level,"(37.778382, -122.391151)",99.0,4bd2177d046076b055357371,AT&T Park
1360,AT&T - (CART 39) DOGGIE DINER v [145126],"(37.7785351, -122.3894833)",96.8571428571,4bd2177d046076b055357371,AT&T Park
1361,AT&T - (CART 40) BAYSIDE BREWS v,"(37.7785351, -122.3894833)",98.6666666667,4bd2177d046076b055357371,AT&T Park
1362,AT&T - CART 41 NACHOS-COMPADRES,"(37.7785351, -122.3894833)",94.8571428571,4bd2177d046076b055357371,AT&T Park
1363,AT&T - (CART 42) FRESH POPCORN [145129],"(37.7785351, -122.3894833)",98.5,4bd2177d046076b055357371,AT&T Park
1364,AT&T - (CART 43) DOGGIE DINNER [145130],"(37.7785351, -122.3894833)",94.7272727273,4bd2177d046076b055357371,AT&T Park
1365,AT&T - (CART 44) BAYSIDE BREWS v [145131],"(37.7785351, -122.3894833)",98.0,4bd2177d046076b055357371,AT&T Park
1366,AT&T - (CART 45) SNOW CONES view [145132],"(37.7785351, -122.3894833)",96.75,4bd2177d046076b055357371,AT&T Park
1367,AT&T - (CART 46) SNOW CONES view [145133],"(37.7785351, -122.3894833)",97.0,4bd2177d046076b055357371,AT&T Park
1368,AT&T - SAY HEY CART,"(37.7785351, -122.3894833)",95.2,4bd2177d046076b055357371,AT&T Park
1369,AT&T - (CART 48) BAYSIDE BREWS [145135],"(37.777607, -122.3909239)",98.6666666667,4bd2177d046076b055357371,AT&T Park
1370,AT&T - CART 49/ SOUP CLAM CHOW v [145136],"(37.7785351, -122.3894833)",98.2857142857,4bd2177d046076b055357371,AT&T Park
1371,AT&T - (CART 50) BAYSIDE BREWS [145137],"(37.7785351, -122.3894833)",96.0,4bd2177d046076b055357371,AT&T Park
1372,AT&T - Mission Creek Cantina Bar - Promenade,"(37.778382, -122.391151)",92.6666666667,4bd2177d046076b055357371,AT&T Park
1373,AT&T - (CART 52) Lemonade/Kettle Corn view [145139],"(37.7785351, -122.3894833)",95.4545454545,4bd2177d046076b055357371,AT&T Park
1374,AT&T - Edsel Ford Fong,"(37.7785351, -122.3894833)",98.25,4bd2177d046076b055357371,AT&T Park
1375,AT&T - (CART 55) FRESH POPCORN [145142],"(37.7785351, -122.3894833)",100.0,4bd2177d046076b055357371,AT&T Park
1376,AT&T - (CART 56) BAYSIDE BREWS v [145143],"(37.7785351, -122.3894833)",99.0,4bd2177d046076b055357371,AT&T Park
1377,AT&T - (CART58) FRESH PRODUCE-Pretzels & Juice [145145],"(37.7785351, -122.3894833)",99.3333333333,4bd2177d046076b055357371,AT&T Park
1378,AT&T - (CART 59) Carvery cart-Club level [145146],"(37.7785351, -122.3894833)",94.8,4bd2177d046076b055357371,AT&T Park
1379,AT&T - (CART 60) Murph's Pub [145147],"(37.7785351, -122.3894833)",93.1818181818,4bd2177d046076b055357371,AT&T Park
1380,"AT&T -  JOE GARCIA, Edsel Ford Fong, Wine Bar  Stand","(37.778382, -122.391151)",95.0,4bd2177d046076b055357371,AT&T Park
1381,AT&T -  Ballpark Snacks Stand,"(37.778382, -122.391151)",99.0,4bd2177d046076b055357371,AT&T Park
1382,"AT&T - (CART 7)  SNOW CONES, Etc. [145095]","(37.7785351, -122.3894833)",100.0,4bd2177d046076b055357371,AT&T Park
1383,AT&T -  California Cook Out-BBQ,"(37.778382, -122.391151)",98.6666666667,4bd2177d046076b055357371,AT&T Park
1384,AT&T - Hol N Jam Down Third (Cotton Candy/Lemonade),"(37.7785351, -122.3894833)",99.0,4bd2177d046076b055357371,AT&T Park
1385,AT&T - 2114 Portables (Food/Wine Carts),"(37.7785351, -122.3894833)",96.75,4bd2177d046076b055357371,AT&T Park
1386,AT&T - Hebrew National,"(37.7785351, -122.3894833)",95.5454545455,4bd2177d046076b055357371,AT&T Park
1387,AT&T -  Taste of North Beach [145100],"(37.7785351, -122.3894833)",94.375,4bd2177d046076b055357371,AT&T Park
1388,AT&T - Hol N Jam Down Home (Cotton Candy/Lemonade),"(37.7785351, -122.3894833)",92.875,4bd2177d046076b055357371,AT&T Park
1389,AT&T - (CART 14) BAYSIDE BREWS [145102],"(37.7785351, -122.3894833)",100.0,4bd2177d046076b055357371,AT&T Park
1390,AT&T - (CART 15) FRESH POPCORN [145103],"(37.7785351, -122.3894833)",99.0,4bd2177d046076b055357371,AT&T Park
1391,AT&T - (CART 16) BAYSIDE BREWS [145104],"(37.7785351, -122.3894833)",100.0,4bd2177d046076b055357371,AT&T Park
1392,AT&T - (CART 17) DELI [145105],"(37.7785351, -122.3894833)",94.6666666667,4bd2177d046076b055357371,AT&T Park
1393,AT&T - (CART 18) NACHO-COMPADRES [145106],"(37.7785351, -122.3894833)",95.0,4bd2177d046076b055357371,AT&T Park
1394,AT&T - 2127 Portables - Peanuts,"(37.7785351, -122.3894833)",96.8,4bd2177d046076b055357371,AT&T Park
1395,AT&T - (CART 20) DOGGIE DINNER [145108],"(37.7785351, -122.3894833)",96.6,4bd2177d046076b055357371,AT&T Park
1396,AT&T - (CART 21) GOURMET SAUSAGES & BUDWEISER [145109],"(37.7785351, -122.3894833)",93.2727272727,4bd2177d046076b055357371,AT&T Park
1397,AT&T - (CART 22) FRESH POPCORN & Bayside Brews,"(37.7785351, -122.3894833)",97.6666666667,4bd2177d046076b055357371,AT&T Park
1398,AT&T -23 ORLANDO'S CARIBBEAN BBQ [145111],"(37.7785351, -122.3894833)",97.2,4bd2177d046076b055357371,AT&T Park
1399,AT&T - (CART 24) FRESH CATCH-Seafood Sandwich [145088],"(37.7785351, -122.3894833)",96.2222222222,4bd2177d046076b055357371,AT&T Park
1400,AT&T - (CART 25) FRESH CATCH-Clam chowder soup [145112],"(37.7785351, -122.3894833)",95.75,4bd2177d046076b055357371,AT&T Park
1401,AT&T -26 SNOW CONES/COTTON CANDY [145113],"(37.7785351, -122.3894833)",97.0,4bd2177d046076b055357371,AT&T Park
1402,AT&T - Portables 6 Beer cart,"(37.7785351, -122.3894833)",97.0,4bd2177d046076b055357371,AT&T Park
1403,AT&T - (CART 28) BAYSIDE BREWS/Anchor Steam [145115],"(37.7785351, -122.3894833)",97.0,4bd2177d046076b055357371,AT&T Park
1404,AT&T - (CART 29) BAYSIDE BREWS - Red Hook [145116],"(37.7785351, -122.3894833)",97.2,4bd2177d046076b055357371,AT&T Park
1405,AT&T - (CART 30) BAYSIDE BREWS&Cable Car Bar [145117],"(37.7785351, -122.3894833)",100.0,4bd2177d046076b055357371,AT&T Park
1406,AT&T - Cable Car Bar - Centerfield,"(37.778382, -122.391151)",93.6666666667,4bd2177d046076b055357371,AT&T Park
1407,AT&T - (CART 32) FRESH POPCORN [145119],"(37.7785351, -122.3894833)",100.0,4bd2177d046076b055357371,AT&T Park
1408,AT&T - (CART 33) PRETZELS GRILL [145120],"(37.7525416999999, -122.4135418)",93.5,4bd2177d046076b055357371,AT&T Park
1409,AT&T - (CART 35) DOGGIE DINER [145122],"(37.7785351, -122.3894833)",100.0,4bd2177d046076b055357371,AT&T Park
1410,AT&T - (J-3A) BEN & JERRY'S,"(37.7785351, -122.3894833)",97.6666666667,4bd2177d046076b055357371,AT&T Park
1411,AT&T - (J-3B) TULLY'S Coffee,"(37.7785351, -122.3894833)",98.8,4bd2177d046076b055357371,AT&T Park
1412,AT&T - (J-2A) BEN & JERRY'S,"(37.7785351, -122.3894833)",94.6666666667,4bd2177d046076b055357371,AT&T Park
1413,AT&T - (J-2B) TULLY'S,"(37.7785351, -122.3894833)",93.6,4bd2177d046076b055357371,AT&T Park
1414,AT&T Park - Coffee and Ice Cream (5A+5B),"(37.7785351, -122.3894833)",100.0,4bd2177d046076b055357371,AT&T Park
1415,AT&T Park - Coffee and Ice Cream (4A+4B),"(37.7785351, -122.3894833)",97.0,4bd2177d046076b055357371,AT&T Park
1416,AT&T - Juma Cart 1 - Ice Cream,"(37.7785351, -122.3894833)",98.0,4bd2177d046076b055357371,AT&T Park
1417,Simco Coffee/(Espresso Cafe) Seal Location,"(37.808673, -122.409821)",99.0,,
1418,LEAPING LEMUR CART,"(37.721453, -122.48629)",96.0,4b65edd2f964a520f9082be3,Leaping Lemur Café
1419,AT&T - Juma Cart 1 - Coffee,"(37.7785351, -122.3894833)",98.0,4bd2177d046076b055357371,AT&T Park
1420,WILDLIFE CONNECTION ESPRESSO CART,"(37.73017, -122.502535)",98.0,,
1421,NY FRANKFURTER / COFFEE CART,"(37.779847, -122.418985)",94.0,,
1422,Aramark at Grace Cathedral,"(37.791538, -122.413334)",92.1428571429,4cd5c1f89871236af26b8547,Labyrinth at Grace Cathedral
1423,Simco/Wipe Out Bar & Grill(Hot Dog Cart)-  infront of wipeout,"(37.808986, -122.41025)",97.3333333333,4b4f9784f964a520ae0c27e3,Wipeout Bar & Grill
1424,CALIF PACIFIC MEDICAL CTR - CART,"(37.791426, -122.431039)",92.0,4a329abbf964a520669a1fe3,California Pacific Medical Center - Pacific Campus
1425,CALIFORNIA PACIFIC MEDICAL CENTER,"(37.768922, -122.435736)",96.0,4a5f7d1df964a520b4bf1fe3,California Pacific Medical Center - Davies Campus
1426,SFSU STATION CAFE,"(37.720851, -122.477084)",77.0,4a7bcb46f964a520cceb1fe3,Station Cafe
1427,NY Frankfurter / Hot Dog Cart,"(37.779847, -122.418985)",95.5,4bdbf0e9c79cc9288eda84e9,Bacon-Wrapped Hot Dog Cart
1428,AT&T - BON APPETIT KITCHEN & Concession Stand [145165],"(37.778382, -122.391151)",94.1428571429,4bd2177d046076b055357371,AT&T Park
1429,AT&T - DOGGIE DINER room 3228 [145164],"(37.778382, -122.391151)",97.3333333333,4bd2177d046076b055357371,AT&T Park
1430,AT&T - PANTRY/WALK-IN BOX/suite [145163],"(37.778382, -122.391151)",94.4,4bd2177d046076b055357371,AT&T Park
1431,AT&T -Espresso-Dessert carts & room 4.29.02-suite level [145144],"(37.778382, -122.391151)",97.3333333333,4bd2177d046076b055357371,AT&T Park
1432,AT&T - Pub Murph's Guiness Club House/Room5302 [145151],"(37.778382, -122.391151)",96.0,4bd2177d046076b055357371,AT&T Park
1433,AT&T - VENDING COMMISSARY [145152],"(37.757923, -122.393914)",91.4,4bd2177d046076b055357371,AT&T Park
1434,AT&T - DOGGIE DINNER Room 5310 [145153],"(37.778382, -122.391151)",98.2857142857,4bd2177d046076b055357371,AT&T Park
1435,AT&T - DERBY GRILL Room 5311 [145154],"(37.778382, -122.391151)",94.1111111111,4bd2177d046076b055357371,AT&T Park
1436,AT&T - DOGGIE DINNER-Room 5318/v [145156],"(37.778382, -122.391151)",94.7142857143,4bd2177d046076b055357371,AT&T Park
1437,AT&T - SAY HEY SAUSAGE-Room 5319 [145157],"(37.778382, -122.391151)",97.0,4bd2177d046076b055357371,AT&T Park
1438,AT&T - Derby Grill- Room 5323/view [145158],"(37.757923, -122.393914)",97.5,4bd2177d046076b055357371,AT&T Park
1439,AT&T - DOGGIE DINNER - Room 5325 [145159],"(37.778382, -122.391151)",98.3333333333,4bd2177d046076b055357371,AT&T Park
1440,AT&T - VENDING COMMISSARY Rm5326 [145160],"(37.778382, -122.391151)",93.2,4bd2177d046076b055357371,AT&T Park
1441,AT&T -Room 5331 GILROY GARLIC FRIES/view [145161],"(37.778382, -122.391151)",94.6666666667,4bd2177d046076b055357371,AT&T Park
1442,AT&T - DOGGIE DINNER - Rm 5333/v [145162],"(37.778382, -122.391151)",93.875,4bd2177d046076b055357371,AT&T Park
1443,AT&T - FIELD CLUB CONCESSION [145185],"(37.778382, -122.391151)",90.8,4bd2177d046076b055357371,AT&T Park
1444,AT&T - COMMISARY KITCHEN [145184],"(37.778382, -122.391151)",94.1666666667,4bd2177d046076b055357371,AT&T Park
1445,AT&T - EMPLOYEE TRAINING RM F/L [145183],"(37.778382, -122.391151)",97.1428571429,4bd2177d046076b055357371,AT&T Park
1446,AT&T - DRY STORAGE [145182],"(37.778382, -122.391151)",98.3333333333,4bd2177d046076b055357371,AT&T Park
1447,AT&T - DERBY GRILL room 2103 [145171],"(37.778382, -122.391151)",94.5,4bd2177d046076b055357371,AT&T Park
1448,AT&T - ROOM 2106 GILROY GARLIC [145172],"(37.778382, -122.391151)",92.8888888889,4bd2177d046076b055357371,AT&T Park
1449,AT&T - DOGGIE DINER Room 2112 [145173],"(37.778382, -122.391151)",96.6666666667,4bd2177d046076b055357371,AT&T Park
1450,AT&T - Room 2114 Budweiser [145174],"(37.778382, -122.391151)",98.3333333333,4bd2177d046076b055357371,AT&T Park
1451,AT&T - GILROY GARLIC FRIES Room 2118 [145175],"(37.778382, -122.391151)",99.1428571429,4bd2177d046076b055357371,AT&T Park
1452,AT&T - DOGGIE DINER room 2121 [145176],"(37.778382, -122.391151)",93.4,4bd2177d046076b055357371,AT&T Park
1453,AT&T - SAY HEY SAUSAGE room 2127 [145177],"(37.778382, -122.391151)",93.3333333333,4bd2177d046076b055357371,AT&T Park
1454,AT&T -Room 2130 Derby Grill/Port Walk Pizza [145178],"(37.778382, -122.391151)",91.2,4bd2177d046076b055357371,AT&T Park
1455,AT&T - DOGGIE DINER room 2134 [145179],"(37.778382, -122.391151)",96.0,4bd2177d046076b055357371,AT&T Park
